MARCA,MODELO,ENLACE
ATITUDE,AT6275-R01,https://static.netshoes.com.br/produtos/armacao-para-oculos-de-grau-atitude-at6275-r01/98/EGE-1398-198/EGE-1398-198_zoom1.jpg?ts=1720356673&ims=544x
ATITUDE,AT6276-A01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/oculos-armacao-atitude-at6276-a01-feminino-preto-e-rosa/olistplus/o2e92ifwasjdx8m3/4f82d454145f72779b63df5f592a6e57.jpeg
ATITUDE,AT6276-G22,https://m.media-amazon.com/images/I/31IzztRwueL._SY1000_.jpg
ATITUDE,AT6278-C01,https://images.tcdn.com.br/img/img_prod/1281779/oculos_de_grau_calvin_klein_ckj22621_001_51_11457_2_f9533a7f0669f7dd4e005582b6234841.jpg
ATITUDE,AT6278-K01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/oculos-armacao-atitude-at6278-k01-feminino-quadrado-rosa/olistsp/ospx63aresw0o85o/8b7431720a685fca9582e4b7692fc55c.jpeg
ATITUDE,AT6279-C01,https://loja.penelopi.com.br/wp-content/uploads/2023/12/AT6279-C01-2.png
ATITUDE,AT6279-K01,https://oticasdiniz.vtexassets.com/arquivos/ids/613067/1746310_1.png?v=638738587906500000
ATITUDE,AT6285-A03,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/a/t/at6285_a03.jpg
ATITUDE,AT6285-K02,https://images.tcdn.com.br/img/img_prod/1365112/180_atitude_at7223_k02_2799_1_a5f6bd4dbc22b94b06cd736e63307c22.jpg
ATITUDE,AT6286-A02,https://oticasdiniz.vtexassets.com/arquivos/ids/595930/1736896_1.jpg?v=638604734489600000
ATITUDE,AT6287-A03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSBQhMn9AYQSG7SLVxjPyTSQ2bIUOnelXAS7Q&s
ATITUDE,AT6287-C02,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-atitude-at6287-c02-26a67fe732c59dd50056e9a80ee0bbf9.jpg
ATITUDE,AT6287-K03,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT3xbv3yyb9p-WXzg9OECm3XNhFPt-pzDfU4g&s
ATITUDE,AT6295-A01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-atitude-at6295-g02/oticavisaoweb/24402/73f59c4f62d7d5693e29e6d72d8a594e.jpeg
ATITUDE,AT6295-G02,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-atitude-at6295-g02/oticavisaoweb/24402/73f59c4f62d7d5693e29e6d72d8a594e.jpeg
ATITUDE,AT6295-K02,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-atitude-at6295-g02/oticavisaoweb/24402/73f59c4f62d7d5693e29e6d72d8a594e.jpeg
ATITUDE,AT6296-A01,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_em_acetato_feminino_at6296_15589_2_474bfa0ee93aa3fa0178a00380ccf148.jpg
ATITUDE,AT6296-D02,https://images.tcdn.com.br/img/img_prod/877056/90_oculos_de_grau_original_atitude_em_acetato_feminino_at6296_15589_1_4338653661a9004e00e226b1b0b3283d.jpg
ATITUDE,AT7071-T01,https://www.rafaeloticaerelojoaria.com.br/admin/arquivos/produtos/951935-d.21_03_2025_14_15_30.jpg
ATITUDE,AT7169-A01,https://dcdn-us.mitiendanube.com/stores/293/334/products/at7169-a01_11-4e1a0f6923662b804616757984010884-480-0.jpg
ATITUDE,AT7174-A01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT8Yca2B6vUFL_3NvgQQ8FfpXArypbEqx5owA&s
ATITUDE,AT7180-D01,https://oticasdiniz.vtexassets.com/arquivos/ids/528279/1710591.jpg?v=638107236951600000
ATITUDE,AT7187-C21,https://d5gag3xtge2og.cloudfront.net/producao/35144939/G/16.jpg
ATITUDE,AT7187-J01,https://http2.mlstatic.com/D_NQ_NP_673675-MLB87602129710_072025-O.webp
ATITUDE,AT7187-K01,https://araroptica.com.py/storage/productos/at7187k01531740142484.png
ATITUDE,AT7187-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMzwJNWJH0dl-gjfJ7ZmBZ7bg4licQz8BdGQ&s
ATITUDE,AT7188-C01,https://http2.mlstatic.com/D_NQ_NP_844315-MLB87602807886_072025-O.webp
ATITUDE,AT7188-G01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmCw5Tf5RUrbhxcgfENNf2_d1CUImHp3r9Sg&s
ATITUDE,AT7188-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRtrnvlJRm81mUvJagkcrvDlo5CcW8oEzUWow&s
ATITUDE,AT7189-H02,https://d5gag3xtge2og.cloudfront.net/producao/34232848/G/3.png
ATITUDE,AT7189-K02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOqJr609Zmn8ntXZXbQmy3YU3R49mZQjgDZw&s
ATITUDE,AT7189-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIqSWUYOvTKxDwdUkit4U9Mqpb1obrPOwAkw&s
ATITUDE,AT7190-A01,https://d5gag3xtge2og.cloudfront.net/producao/34176655/G/1.png
ATITUDE,AT7190-D02,https://d5gag3xtge2og.cloudfront.net/producao/34174376/G/1.png
ATITUDE,AT7190-K01,https://d5gag3xtge2og.cloudfront.net/producao/34176655/G/1.png
ATITUDE,AT7194-D02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU_KpNjitXEmfZudxe1Ej9FOp9AOsqJqliLg&s
ATITUDE,AT7194-H02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQU_KpNjitXEmfZudxe1Ej9FOp9AOsqJqliLg&s
ATITUDE,AT7195-D02,https://http2.mlstatic.com/D_NQ_NP_827939-MLB87604542460_072025-O.webp
ATITUDE,AT7195-N02,https://http2.mlstatic.com/D_NQ_NP_827939-MLB87604542460_072025-O.webp
ATITUDE,AT7202-G02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTtu_8DBYEr1M-jHuctuYuySuKemUeaLoCbjA&s
ATITUDE,AT7203-C02,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_at7203_17131_2_3a94196de06a9b2c6e1a5011469618d3.jpg
ATITUDE,AT7213-K02,https://americanas.vtexassets.com/arquivos/ids/17164394/7504764576_1_xlarge.jpg?v=638754744018600000
ATITUDE,AT7213-K12,https://americanas.vtexassets.com/arquivos/ids/1595445/7504766557_1_xlarge.jpg?v=638750968823900000
ATITUDE,AT7213-R01,https://images.tcdn.com.br/img/img_prod/1261310/atitude_at7213_r01_257_1_92268c8ef5b702d0078524789018c22b.jpeg
ATITUDE,AT7214-K02,https://tfcqdl.vtexassets.com/arquivos/ids/183306/AT7214__K02-1.png?v=638460206279230000
ATITUDE,AT7214-K12,https://d5gag3xtge2og.cloudfront.net/producao/34812982/G/1.jpg
ATITUDE,AT7215-C02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTR-qb8qF2fadPRnfdsUK3bn9h6Ak2k9w0QpQ&s
ATITUDE,AT7215-R02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRv9iPlozxy1eg8jnSi2FvF_A4jb-cQmeGp7w&s
ATITUDE,AT7215-R03,https://oculosshop.com.br/cdn/shop/files/57366.jpg?crop=center&height=1024&v=1722957433&width=1024
ATITUDE,AT7216-C02,https://images.tcdn.com.br/img/img_prod/1365112/180_atitude_at7216_c02_1195_1_af8a3a85871f6658fa379da309d3f929.jpg
ATITUDE,AT7216-R02,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-atitude-at7216-r02-cdd82821ce38a72b061af0c3da24650b.jpg
ATITUDE,AT7216-R03,https://www.safira.com.br/cdn/imagens/produtos/det/armacao-feminina-atitude-at7216-r02-cdd82821ce38a72b061af0c3da24650b.jpg
ATITUDE,AT7217-A01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRYlG5iDfAUebeOZuoOtGxSSRByPIwuMnztg&s
ATITUDE,AT7217-C01,https://oculosshop.com.br/cdn/shop/files/100992.jpg?crop=center&height=1024&v=1726860486&width=1024
ATITUDE,AT7217-G02,https://oculosshop.com.br/cdn/shop/files/100993.jpg?crop=center&height=1024&v=1726860580&width=1024
ATITUDE,AT7218-A01,https://oculosshop.com.br/cdn/shop/files/100994.jpg?crop=center&height=1024&v=1726860768&width=1024
ATITUDE,AT7218-C02,https://http2.mlstatic.com/D_NQ_NP_634416-MLA96882265591_102025-O.webp
ATITUDE,AT7218-G02,https://oculosshop.com.br/cdn/shop/files/102884_1_grande.jpg?v=1744043014
ATITUDE,AT7221-C02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440
ATITUDE,AT7221-D02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440
ATITUDE,AT7221-G02,https://static.zattini.com.br/produtos/armacao-de-oculos-atitude-at7221-d02-azul-translucido/08/EGE-1414-008/EGE-1414-008_zoom1.jpg?ts=1724424440
ATITUDE,AT7221-H02,https://oculosshop.com.br/cdn/shop/files/100997-1_1.jpg?v=1726861512&width=2000
ATITUDE,AT7222-C02,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_feminino_atitude_at7223_g02_54_marrom_cristal_dourado_2187_1_6b3d03f5786ac24b469e3efa889c4df9.jpg
ATITUDE,AT7222-G02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7222_g02_2787_1_782d594552fc027e1b497c91dfbe59dc.jpg
ATITUDE,AT7222-R02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7222_r02_2789_1_54dfb3e4b2d6f591d018de98ab9cc475.jpg
ATITUDE,AT7223-G02,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7223_g02_2793_1_89cde1931c159de9763bebff81798593.jpg
ATITUDE,AT7223-H02,https://oculosshop.com.br/cdn/shop/files/100997.jpg?crop=center&height=1024&v=1726861512&width=1024
ATITUDE,AT7224-G02,https://oculosshop.com.br/cdn/shop/files/102885_1.jpg?crop=center&height=1024&v=1744396797&width=1024
ATITUDE,AT7224-H02,https://oculosshop.com.br/cdn/shop/files/100999_1.jpg?crop=center&height=1024&v=1726861740&width=1024
ATITUDE,AT7224-K02,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/s/e/sem_t_tulo-1_10.png
ATITUDE,AT7228-K12,https://oculosshop.com.br/cdn/shop/files/100992.jpg?v=1726860486
ATITUDE,AT7230-K12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKHIE0dInX2WMp_oFTq8YjfKUP555M8wNx4w&s
ATITUDE,AT7230-R12,https://http2.mlstatic.com/D_NQ_NP_819365-MLB87664078610_072025-O.webp
ATITUDE,AT7231-K12,https://images.tcdn.com.br/img/img_prod/1365112/180_atitude_at7234_k12_2825_1_358ac883addea8ca6e2eeb7adf4cb752.jpg
ATITUDE,AT7231-R12,https://imgs.casasbahia.com.br/1578651702/1xg.jpg?imwidth=1000
ATITUDE,AT7234-D02,https://imgs.casasbahia.com.br/1570741597/1xg.jpg
ATITUDE,AT7234-K12,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRvfe2TY9zVvq9Tebhuu555wkmNcA_0S6izCA&s
ATITUDE,AT7252-A11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5nolKtA2SHSGb93WdxqHKKKuU1NJKF9IKg&s
ATITUDE,AT7252-T01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc5nolKtA2SHSGb93WdxqHKKKuU1NJKF9IKg&s
ATITUDE,AT8240-A11,https://imgmarketplace.lojasrenner.com.br/20001/1427/7010706125064/7510713209210/0.jpeg
ATITUDE,AT8240-H11,https://imgmarketplace.lojasrenner.com.br/20001/3300/7010704777192/7510710008743/0.jpeg
ATITUDE,AT1709M-02A,https://images.tcdn.com.br/img/img_prod/1261310/atitude_at1709m_02a_237_1_e9114265cb54268b6d1ccf3abcdcab3c.jpeg
ATITUDE,AT2127M-A01,https://oculosshop.com.br/cdn/shop/files/100986_1.jpg?v=1726859008
ATITUDE,AT2127M-H01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/armacao-de-oculos-atitude-at2127m-h01-grafite-fosco/oticawebmey2/at2127m-h01-v/577b7d989c5aa05c5d03b2a0424f5bd6.jpeg
ATITUDE,AT2133M-04A,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/a/t/at2133m_06b.jpg
ATITUDE,AT2134M-04A,https://http2.mlstatic.com/D_NQ_NP_610376-MLB83479755920_042025-O.webp
ATITUDE,AT4146M-A11,https://www.oticavisaoweb.com.br/pub/media/catalog/product/cache/0ee050c3ffc3555709b9bb6062f4d7e9/s/e/sem_t_tulo-2_371.png
ATITUDE,AT4149M-A11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2zwU0y6eihUibFNPugDah7KIBGxUt8CdtpQ&s
ATITUDE,AT4149M-D11,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2zwU0y6eihUibFNPugDah7KIBGxUt8CdtpQ&s
ATITUDE,AT6294M-A02,https://www.rafaeloticaerelojoaria.com.br/admin/arquivos/produtos/997420-d.27_02_2025_15_03_22.jpg
ATITUDE,AT6301M-A12,https://oculosshop.com.br/cdn/shop/files/102882_1_grande.jpg?v=1744042690
ATITUDE,AT6301M-H12,https://oculosshop.com.br/cdn/shop/files/102882-1.jpg?v=1744042690&width=416
ATITUDE,AT7184M-D02,https://http2.mlstatic.com/D_NQ_NP_970091-MLU77708936489_072024-O.webp
ATITUDE,AT7185M-A01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//50977%20-%20Armacao%20Atitude%20AT7185M%20A01%2056-18%2001-800x800.jpg
ATITUDE,AT7227M-H12,https://images.tcdn.com.br/img/img_prod/1365112/atitude_at7227m_h12_2807_1_d63264c12af839d46cb1f22f1e0514f6.jpg
ATITUDE,AT8196M-A11,https://imgmarketplace.lojasrenner.com.br/20001/3200/7010703878125/7510707778998/0.jpeg
ATITUDE,AT8197M-D11,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_sol_original_atitude_em_acetato_masculino_at8186m_15905_2_f699bbee6380e88f8b60f383bd935591.jpg
ATITUDE,AT8199M-E13,https://oculosshop.com.br/cdn/shop/files/AT8199ME13.png?v=1761593500&width=1080
ATITUDE,AT8202M-E12,https://imgmarketplace.lojasrenner.com.br/20001/1427/7010705517403/7510711793003/0.jpeg
ATITUDE,ATK4005-L01,https://d5gag3xtge2og.cloudfront.net/producao/34175001/G/1.png
ATITUDE,ATK4006-L01,https://images.tcdn.com.br/img/img_prod/1269258/armacao_oculos_atitude_4006_l01_651_1_2077fa6f8b81ad9ed6c2c9b9c26b999c.jpg
ATITUDE,ATK4007-K01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51480%20-%20Armacao%20Atitude%20ATK4007%20K01%2049-17%2001-800x800.jpg
ATITUDE,ATK4007-L01,https://a-static.mlcdn.com.br/%7Bw%7Dx%7Bh%7D/oculos-armacao-atitude-atk4007-k01-feminino-infantil-rosa/bluemacaw/atk4007k01/7e20bc32a4abdc49a233689537166847.jpeg
ATITUDE,ATK4008-A01,https://images.tcdn.com.br/img/img_prod/1365112/atitude_atk4008_a01_2861_1_4604d5093ea050e9721ada4c02c28d0f.jpg
ATITUDE,ATK4008-K01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51482%20-%20Armacao%20Atitude%20ATK4008%20K01%2050-15%2001-800x800.jpg
ATITUDE,ATK4008-L01,https://loja.oticaademar.com.br/image/cache/catalog/Produtos//51483%20-%20Armacao%20Atitude%20ATK4008%20L01%2050-15%2001-800x800.jpg
ATITUDE,ATK6036-D02,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQX8g0Nc98nWBluy9uHrt-PmpOeSofdTf9dSw&s
ATITUDE,ATK6040-K02,https://http2.mlstatic.com/D_NQ_NP_979164-MLB82792548446_032025-O.webp
ATITUDE,ATK6040-L02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_em_acetato_feminino_atk6040_14967_1_b19d631b351999ed2e0a7532f2eae169.jpg
ATITUDE,ATK6041-K02,https://http2.mlstatic.com/D_Q_NP_862246-MLA95651739233_102025-O.webp
ATITUDE,ATK6041-L02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_infantil_em_acetato_feminino_atk6041_14973_variacao_20247_1_a078dcf8b54b218bcb57c382fc3d8f70.jpg
ATITUDE,ATK6042-D02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_em_acetato_unissex_atk6042_15721_1_e280b508d41335797c1a1faa8aa49ec0.jpg
ATITUDE,ATK6042-H02,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_atk6036_17311_1_f954b6e1525f8b06bed67a48f8c0863c.jpg
ATITUDE,ATK6042-H03,https://images.tcdn.com.br/img/img_prod/877056/180_oculos_de_grau_original_atitude_em_acetato_unissex_atk6036_17311_1_f954b6e1525f8b06bed67a48f8c0863c.jpg
ATITUDE,ATK6043-H02,https://images.tcdn.com.br/img/img_prod/877056/oculos_de_grau_original_atitude_infantil_em_acetato_feminino_atk6043_15741_variacao_20245_2_8f824eb27c43b349f5aed1350a884c61.jpg
ATITUDE,ATK6044-L02,https://dcdn-us.mitiendanube.com/stores/293/334/products/20250929_155407-a996e63e8d835682a117628735449263-480-0.jpg
ATITUDE,ATK7000-A01,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSskztcV1VNpLzl7rNsFeeCP4M7P_kTgPOC6A&s
ATITUDE,ATK7002-D01,https://oticasdiniz.vtexassets.com/arquivos/ids/530988/1548539.jpg?v=638108491915830000
ATITUDE,ATK7013-G02,https://images.tcdn.com.br/img/img_prod/1390546/90_armacao_oculos_de_grau_infantil_atitude_atk7013_r01_50_roxo_2713_1_af8933a7f2732850e58bcd809bbd0032.jpg
ATITUDE,ATK7013-K01,https://http2.mlstatic.com/D_NQ_NP_970337-MLB82793067254_032025-O.webp
ATITUDE,ATK7014-G02,https://images.tcdn.com.br/img/img_prod/1390546/180_armacao_oculos_de_grau_atitude_feminino_at7222_c02_51_vinho_translucido_1891_1_cfaa282168bdab95ea80e6bd6c0a2457.jpg
